bax,bax_error,bay,bay_error,baz,baz_error,covariance_trace,filter,nees_position,pos_error_m,profile,px,py,pz,sigma_pos_m,sigma_velocity_mps,time_s,velocity_error_mps,vx,vy,vz,yaw_error_rad,yaw_est_rad
0.0,-0.035,0.0,0.025,0.0,-0.02,46.84711165773935,ekf,33.6823302613826,12.90528712105731,nominal,9.806752674044732,8.388603363794115,119.92671103775992,3.2244552497653536,6.0,0.0,0.5787918451395112,18.5,1.25,0.35,-0.01567620736653641,0.06746502452190475
0.0,-0.035163724242138185,0.0,0.025059375145329205,0.0,-0.01994194444962459,46.938480850239365,ekf,33.53386175821643,12.916244238105309,nominal,10.732003098084835,8.45157580808925,119.94409470539165,3.238381156185812,6.000113998917021,0.05,0.5809881384344933,18.510016961604077,1.268897771805447,0.34534670526915895,-0.01563390795809738,0.06844486889565077
0.0,-0.03499407951226518,0.0,0.024958122359495998,0.0,-0.019933840702927388,47.21211049483367,ekf,32.992725132316984,12.927407709701104,nominal,11.65776456206727,8.515414583805331,119.96138020610823,3.2798054544423647,6.000415485684619,0.1,0.5860118991051201,18.52044159769323,1.2846532568378022,0.3460733233941122,-0.015761204734340062,0.06925314720343835
0.0,-0.03506957591812213,0.0,0.025419857775090763,0.0,-0.020002313420718405,47.6680271207171,ekf,32.09769140246415,12.93863101838217,nominal,12.583899278660336,8.580069752767486,119.9786574543905,3.3477114726329584,6.000904432185099,0.15,0.5847063922547361,18.52494706602941,1.3015535016483666,0.3450166078967725,-0.015803619717903228,0.07014423071217772
8.419154113784824e-17,-0.0349504200217469,-5.061328196846633e-18,0.02548993491181103,-0.0004771272005331367,-0.020683987743511097,43.95542655914761,ekf,30.94156722365543,12.95029739656702,nominal,13.510336881865346,8.645577647861426,120.15248641381126,3.3481682454775163,5.6828866278062,0.2,0.7753035905241554,18.53255706217097,1.318762302109248,0.7228893966812832,-0.015839690844504428,0.0710394753362648
8.419154113784824e-17,-0.034818005428475664,-5.061328196846633e-18,0.025543777120515216,-0.0004771272005331367,-0.020413149263243863,44.61347485512878,ekf,29.533664232996426,12.961868229762269,nominal,14.437122102189866,8.711939081541248,120.18855347740195,3.4435992667916615,5.683757830234819,0.25,0.7738579662073861,18.5388517508098,1.3356950450836518,0.7197931469464548,-0.015884050313664133,0.07192414331403549
8.419154113784824e-17,-0.03479148161614472,-5.061328196846633e-18,0.02550759408104217,-0.0004771272005331367,-0.020334452376384926,45.43535904477783,ekf,27.96948491098513,12.973483889994542,nominal,15.364245766011674,8.779103371208365,120.22444208452733,3.559228446675374,5.684826795912919,0.3,0.7726968192473525,18.54609480206257,1.3508765416010429,0.7157511380679931,-0.01602436738215518,0.07271046044117203
8.419154113784824e-17,-0.03487291293041906,-5.061328196846633e-18,0.025669503303642704,-0.0004771272005331367,-0.020227006185450428,46.421169666984234,ekf,26.31792582163647,12.985164569728335,nominal,16.291784490652265,8.847024736578451,120.26019650111782,3.693171376114472,5.686093413452497,0.35,0.7745384267157918,18.555454183561046,1.3659780732024314,0.7144255255515947,-0.016175529468505534,0.07348343499271098
8.098181518238849e-17,-0.03479957321057412,-4.715552106294716e-18,0.02584270070466694,-0.0003558315245171103,-0.02009435232335608,42.89511250173754,ekf,24.70681531424369,12.996708882462254,nominal,17.219773780057203,8.915707710588398,120.28217155142785,3.754852873547278,5.324119449521157,0.4,0.754383199355881,18.56411739263635,1.3813408871954889,0.6812416035845906,-0.01630818603001627,0.07427231387218007
8.098181518238849e-17,-0.0349618755617654,-4.715552106294716e-18,0.026197248001393045,-0.0003558315245171103,-0.020113271179087663,44.03343375689885,ekf,23.043564542403498,13.008548244967802,nominal,18.14827956306244,8.98514778893576,120.31627525196178,3.901254500260276,5.3257583738483625,0.45,0.7595543924009548,18.576113927573275,1.3962622466989791,0.6829064177729334,-0.016476016367413582,0.07502331483272791
